network,n,m,avg_deg,arm,detector,stochastic,target_ret,realized_ret,realized_ret_std,param,status,matched,m_sparse,mst_floor,lspar_floor,ld_floor,lsim_floor,kn_ret_k1,Q_base_mean,Q_base_std,Q_base_best,nc_base,Q_sparse_on_sparse,Q_orig_mean,Q_orig_std,Q_orig_max,dQ_naive,dQ_vs_base_mean,dQ_vs_base_best,dQ_vs_matched,Q_matched_best,n_restarts,budget,nc_sparse,frag_nodes,frag_node_frac,n_frag_clusters,n_singletons,max_cluster_frac,frag_nodes_base,frag_node_frac_base,resmatch_done,nc_resmatch,gamma_resmatch,Q_resmatch,dQ_vs_resmatch,AMI,ARI,NMI,AMI_chance,avgF1_ge3,avgF1_chance,T_leiden_orig,T_sparsify,T_leiden_sparse,T_pipeline,speedup_pipeline,speedup_detect_only
email-Eu-core,986,16064,32.5841784989858,kn,metis,1,0.5,0.5030710491367861,0.0013412485567058706,12.5,ok,1,8081,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.47656392645685147,0.38320058249013406,0.004600639032966902,0.3873343698785535,,0.023576480076333062,0.011940817562667572,0.005522754986651945,0.3712597649274665,5,0.014480789677084733,8.0,0.0,0.0,0.0,0.0,0.12609871534820824,0,0.0,0,,,,,0.5307146151871127,0.368981832703714,0.5587117919102499,0.004417643898819004,,,0.01080204158788547,0.0074310770141892135,0.00704971266289552,0.014480789677084733,0.7459566659530499,1.532266931209755
email-Eu-core,986,16064,32.5841784989858,ld,metis,0,0.5,0.4999377490039841,0.0,,ok,1,8031,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.23453570161235965,0.2573265600085134,0.014481441127988553,0.27780641045442234,,-0.1022975424052876,-0.11393320491895309,-0.12417313014190756,0.3712597649274665,5,0.05313365101270998,8.0,0.0,0.0,0.0,0.0,0.1264367816091954,0,0.0,0,,,,,0.2973670416218364,0.17803620375380785,0.32733338705929765,-0.0023608719916366227,,,0.01080204158788547,0.04565954202553257,0.007474108987177412,0.05313365101270998,0.20329944172858622,1.4452614494138982
email-Eu-core,986,16064,32.5841784989858,lsim,metis,0,0.5,0.5001245019920318,0.0,,ok,1,8034,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.6342807119406453,0.35018569661220655,0.005624172869797525,0.358139478161805,,-0.00943840580159444,-0.02107406831525993,-0.025050959090059166,0.3712597649274665,5,0.044046228615722306,8.0,0.0,0.0,0.0,0.0,0.1264367816091954,0,0.0,0,,,,,0.49014571763247616,0.3135022977189554,0.5063329648787221,0.0061839484732453065,,,0.01080204158788547,0.037757662939839065,0.006288565675883244,0.044046228615722306,0.2452432802392003,1.7177274031360574
email-Eu-core,986,16064,32.5841784989858,mst_jaccard,metis,0,0.5,0.5,0.0,7047,ok,1,8032,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.6286622140050356,0.353395664726552,0.0006806090678864132,0.35387692801379156,,-0.006228437687249011,-0.0178641002009145,-0.01882662677539354,0.3712597649274665,5,0.09084599236181627,8.0,0.0,0.0,0.0,0.0,0.13049357674104123,0,0.0,0,,,,,0.49182998911362735,0.3301911615302899,0.527489569603541,0.0040735308149117576,,,0.01080204158788547,0.08520861202850938,0.005637380333306889,0.09084599236181627,0.11890498751847754,1.9161456118304845
email-Eu-core,986,16064,32.5841784989858,mst_random,metis,1,0.5,0.5,0.0,7047,ok,1,8032,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.4005285583884581,0.366470993515976,0.020010517840776714,0.38383573718385916,,0.006846891102175012,-0.004788771411490478,-0.03282264175060212,0.3712597649274665,5,0.0912423256280211,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.47846945582041034,0.3563158100823173,0.5335898687124827,0.0002808446054877402,,,0.01080204158788547,0.08469547994900495,0.006546845679016163,0.0912423256280211,0.11838849474227006,1.6499612359136535
email-Eu-core,986,16064,32.5841784989858,lspar,metis,0,0.5,0.5020542828685259,0.0,0.7265625,ok,1,8065,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.6406604122041579,0.3551273551110135,0.005511665116221735,0.35902469089032324,,-0.004496747302787485,-0.016132409816452975,-0.023927081375072434,0.3712597649274665,5,0.0952871383051388,8.0,0.0,0.0,0.0,0.0,0.1264367816091954,0,0.0,0,,,,,0.4992910018836132,0.34776973881623185,0.5406508502310143,-2.1653688034858146e-05,,,0.01080204158788547,0.08947208197787404,0.005815056327264756,0.0952871383051388,0.11336306011514379,1.857598788379485
email-Eu-core,986,16064,32.5841784989858,dspar,metis,1,0.5,0.4982984727755644,0.003160460172936082,0.5,ok,1,8005,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.4852979716965239,0.38682126870485356,0.0012962327481087698,0.38859254024427686,,0.027197166291052566,0.015561503777387076,0.014266873073567221,0.3712597649274665,5,0.009938413626514375,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.5289933489978925,0.3782181210602545,0.5720351198721101,-0.0035988488102874348,,,0.01080204158788547,0.0032768079545348883,0.006661605671979487,0.009938413626514375,1.0868979692158363,1.6215372268763633
email-Eu-core,986,16064,32.5841784989858,kn,metis,1,0.2,0.19681689907038513,0.00043228474966798146,3.75,ok,1,3162,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.46266999373065715,0.33832535440182326,0.007031238600454648,0.3435822044243345,,-0.02129874801197773,-0.03293441052564322,-0.042872529119081515,0.3712597649274665,5,0.011017651044918846,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.4611335225376731,0.31470409137506344,0.49481841303924623,0.010242592587722782,,,0.01080204158788547,0.006282945047132671,0.0047347059977861745,0.011017651044918846,0.9804305422131869,2.281459839942802
email-Eu-core,986,16064,32.5841784989858,ld,metis,0,0.2,0.20032370517928286,0.0,,ok,1,3218,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.34437634445152177,0.11346267654419674,0.010246492764848791,0.1279534055790037,,-0.24616142586960427,-0.25779708838326976,-0.2650424529006732,0.3712597649274665,5,0.038334847680137805,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.14484800847402868,0.06648049574245887,0.1854064835587418,0.008681548327742034,,,0.01080204158788547,0.03361282602418214,0.004722021655955662,0.038334847680137805,0.28178125756535255,2.2875883201978473
email-Eu-core,986,16064,32.5841784989858,lsim,metis,0,0.2,0.19995019920318724,0.0,,ok,1,3212,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.7627880407221365,0.34918802726304277,0.011242861744722076,0.3650878348223144,,-0.010436075150758228,-0.02207173766442372,-0.0300216414440595,0.3712597649274665,5,0.030304563289973885,8.0,0.0,0.0,0.0,0.0,0.1264367816091954,0,0.0,0,,,,,0.5265990032348867,0.33946184003358526,0.5455020602380447,-0.0029763665472451713,,,0.01080204158788547,0.026944686949718744,0.0033598763402551413,0.030304563289973885,0.3564493401381327,3.215011653394716
email-Eu-core,986,16064,32.5841784989858,mst_jaccard,metis,0,0.2,0.2000124501992032,0.0,2228,ok,1,3213,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.8064887053829036,0.3267853247741107,0.012337207353182066,0.34423277073478986,,-0.032838777639690286,-0.044474440153355776,-0.05319816313369535,0.3712597649274665,5,0.08833831100491807,8.0,0.0,0.0,0.0,0.0,0.12745098039215688,0,0.0,0,,,,,0.48745983261340003,0.28829955868733026,0.5066516434789943,0.001883783577715219,,,0.01080204158788547,0.08549829199910164,0.00284001900581643,0.08833831100491807,0.12228037263791569,3.8035103165727477
email-Eu-core,986,16064,32.5841784989858,mst_random,metis,1,0.2,0.2000124501992032,0.0,2228,ok,1,3213,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.42592539315411476,0.3347619964045296,0.014953158425397557,0.3515538699596534,,-0.024862106009271412,-0.0364977685229369,-0.05602564840240637,0.3712597649274665,5,0.08906434769354139,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.4495482742264804,0.2766934154220384,0.4545947557524782,-0.0011558122601720965,,,0.01080204158788547,0.08470192999811843,0.004362417695422967,0.08906434769354139,0.12128356483397669,2.4761594010630694
email-Eu-core,986,16064,32.5841784989858,lspar,metis,0,0.2,0.2014442231075697,0.0,0.421875,ok,1,3236,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.7687532181988476,0.36014309748782924,0.007674651705607832,0.3709966940163896,,0.0005189950740282501,-0.01111666743963724,-0.01654346570391746,0.3712597649274665,5,0.09192038762072723,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.5467365338297056,0.36715304938519266,0.5674518245091607,0.0005992266255897503,,,0.01080204158788547,0.08854416897520423,0.0033762186455229917,0.09192038762072723,0.11751518751700418,3.199449657151036
email-Eu-core,986,16064,32.5841784989858,dspar,metis,1,0.2,0.1989956839309429,0.0023525789001992065,0.2,ok,1,3197,0.06131723107569721,0.05334910358565737,0.06131723107569721,0.05341135458167331,0.060445717131474105,0.359624102413801,0.006403195734909026,0.3712597649274665,8,0.4570533017751479,0.32206324209304876,0.012512964073156713,0.3335203311039954,,-0.03756086032075223,-0.04919652283441772,-0.06660465373627511,0.3712597649274665,5,0.007841795682907104,8.0,0.0,0.0,0.0,0.0,0.1257606490872211,0,0.0,0,,,,,0.446733784375303,0.30379927266869033,0.49120975166782405,0.0017121490900695452,,,0.01080204158788547,0.0035908290301449597,0.004250966652762145,0.007841795682907104,1.3774959237245703,2.5410788816389895
