network,n,m,sampler,alpha,weighted,rep,sparsify_seed,leiden_seed,m_sparse,retention,Q_P0_orig,Q_P0_sparse,dQ_fixed,Q_sparse_leiden,Q_orig_of_P,Q_base_mean,Q_base_std,Q_base_best,transfer_vs_mean,transfer_vs_best,nc_P0,nc_P,nc_base_mean,t_leiden,ami_P,ari_P,ami_base_mean,ari_base_mean
ca-GrQc,4158,13422,calibrated_matched,0.5118,True,4,204,304,6870,0.5118462226195798,0.8513623535140842,0.844923768824083,-0.006438584690001137,0.8814716538586225,0.7954114803521272,0.8505753802479493,0.001062273245902081,0.8521391780200336,-0.055163899895822155,-0.05672769766790642,42,71,41.4,0.08793418807908893,,,,
ca-GrQc,4158,13422,calibrated_matched,0.5118,False,4,204,304,6870,0.5118462226195798,0.8513623535140842,0.8689639679724726,0.01760161445838837,0.8914244367744492,0.7902005835312299,0.8505753802479493,0.001062273245902081,0.8521391780200336,-0.060374796716719414,-0.06193859448880368,42,83,41.4,0.09364742203615606,,,,
email-Eu-core,986,16064,paper,0.8,False,0,200,300,7180,0.4469621513944223,0.41585277609990806,0.49151959947548507,0.07566682337557701,0.5030833966992809,0.407244818503625,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.008803616925475433,-0.009185558020036455,8,8,8.0,0.04135692503768951,,,,
email-Eu-core,986,16064,paper,0.8,False,1,201,301,7138,0.444347609561753,0.41585277609990806,0.49193624962817245,0.07608347352826439,0.503951410691408,0.40307167472106104,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.012976760708039381,-0.013358701802600403,8,10,8.0,0.03946658701170236,,,,
email-Eu-core,986,16064,paper,0.8,False,2,202,302,7143,0.4446588645418327,0.41585277609990806,0.5045770441164046,0.08872426801649652,0.514883830840813,0.4023794966579151,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.013668938771185302,-0.014050879865746324,8,9,8.0,0.04012324893847108,,,,
email-Eu-core,986,16064,paper,0.8,False,3,203,303,7134,0.44409860557768926,0.41585277609990806,0.49894484523859756,0.0830920691386895,0.5100146174528072,0.3978900194633568,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.018158415965743635,-0.018540357060304657,8,9,8.0,0.04291250405367464,,,,
email-Eu-core,986,16064,paper,0.8,False,4,204,304,7136,0.4442231075697211,0.41585277609990806,0.4960489858941715,0.08019620979426345,0.5117813156684228,0.4045091422159966,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.011539293213103818,-0.01192123430766484,8,8,8.0,0.04027157404925674,,,,
email-Eu-core,986,16064,paper,1.0,False,0,200,300,8214,0.5113296812749004,0.41585277609990806,0.48423859915035167,0.0683858230504436,0.4926222172066447,0.4078409384436853,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.00820749698541512,-0.008589438079976142,8,9,8.0,0.0435489930678159,,,,
email-Eu-core,986,16064,paper,1.0,False,1,201,301,8148,0.5072211155378487,0.41585277609990806,0.48431619211258387,0.0684634160126758,0.494194749852327,0.40132249691163135,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.014725938517469062,-0.015107879612030084,8,9,8.0,0.04271673096809536,,,,
email-Eu-core,986,16064,paper,1.0,False,2,202,302,8165,0.5082793824701195,0.41585277609990806,0.4951748554105858,0.07932207931067775,0.50426041431903,0.4087315396190388,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.007316895810061619,-0.007698836904622641,8,8,8.0,0.04149039706680924,,,,
email-Eu-core,986,16064,paper,1.0,False,3,203,303,8183,0.5093999003984063,0.41585277609990806,0.4918681169111994,0.07601534081129135,0.49802599222367927,0.4010394106622564,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.015009024766844015,-0.015390965861405037,8,10,8.0,0.04301410901825875,,,,
email-Eu-core,986,16064,paper,1.0,False,4,204,304,8171,0.5086528884462151,0.41585277609990806,0.4913868430430739,0.07553406694316583,0.502161776065483,0.40682794725294547,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.00922048817615495,-0.009602429270715973,8,8,8.0,0.04584601102396846,,,,
email-Eu-core,986,16064,calibrated,0.9,False,0,200,300,14446,0.8992778884462151,0.41585277609990806,0.44956336170112354,0.03371058560121548,0.4489989444283129,0.41500615441619976,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0010422810129006588,-0.0014242221074616812,8,7,8.0,0.05622465000487864,,,,
email-Eu-core,986,16064,calibrated,0.9,False,1,201,301,14505,0.9029506972111554,0.41585277609990806,0.44826670687674297,0.03241393077683491,0.4449219557354077,0.41154932142074135,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.004499114008359062,-0.004881055102920084,8,8,8.0,0.057983828941360116,,,,
email-Eu-core,986,16064,calibrated,0.9,False,2,202,302,14415,0.8973481075697212,0.41585277609990806,0.4522883712323692,0.03643559513246114,0.45321457768691786,0.4157737164824269,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0002747189466735245,-0.0006566600412345469,8,7,8.0,0.05227516696322709,,,,
email-Eu-core,986,16064,calibrated,0.9,False,3,203,303,14474,0.9010209163346613,0.41585277609990806,0.4484701943433222,0.03261741824341413,0.44876956663503337,0.41390113529633965,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0021473001327607655,-0.002529241227321788,8,8,8.0,0.05646174703724682,,,,
email-Eu-core,986,16064,calibrated,0.9,False,4,204,304,14465,0.900460657370518,0.41585277609990806,0.4504288872541072,0.03457611115419912,0.4500152996929666,0.41423437420946196,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.001814061219638452,-0.0021960023141994744,8,8,8.0,0.05490669806022197,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,True,0,200,300,8218,0.5115786852589641,0.41585277609990806,0.4153662237462005,-0.0004865523537075367,0.5109391318263853,0.3992294718660219,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.016818963563078493,-0.017200904657639515,8,8,8.0,0.04332464502658695,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,False,0,200,300,8218,0.5115786852589641,0.41585277609990806,0.5065858228922604,0.09073304679235233,0.517298533139389,0.410629098319744,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.005419337109356437,-0.005801278203917459,8,10,8.0,0.04479761200491339,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,True,1,201,301,8261,0.5142554780876494,0.41585277609990806,0.41828240884657875,0.0024296327466706846,0.5094756220832561,0.403399147356664,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.012649288072436426,-0.013031229166997449,8,7,8.0,0.045698806061409414,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,False,1,201,301,8261,0.5142554780876494,0.41585277609990806,0.5116598102274627,0.09580703412755459,0.5224966631191573,0.4108771354447746,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.005171299984325806,-0.005553241078886828,8,9,8.0,0.03856242902111262,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,True,2,202,302,8245,0.5132594621513944,0.41585277609990806,0.4125482751055487,-0.0033045009943593606,0.5109786808698583,0.3994229579906222,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.016625477438478198,-0.01700741853303922,8,9,8.0,0.04088706092443317,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,False,2,202,302,8245,0.5132594621513944,0.41585277609990806,0.5083332199421816,0.09248044384227355,0.515371000525522,0.40577086612774493,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.010277569301355483,-0.010659510395916505,8,9,8.0,0.04118124593514949,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,True,3,203,303,8175,0.5089018924302788,0.41585277609990806,0.41861407674626033,0.0027613006463522716,0.5182226337102189,0.3951694757790302,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.020878959650070195,-0.021260900744631217,8,8,8.0,0.042685798020102084,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,False,3,203,303,8175,0.5089018924302788,0.41585277609990806,0.5136232004414143,0.09777042434150623,0.5236829971289361,0.40157965041291516,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.01446878501618526,-0.014850726110746282,8,9,8.0,0.04288365598767996,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,True,4,204,304,8216,0.5114541832669323,0.41585277609990806,0.41858573028314267,0.002732954183234604,0.5039231122994627,0.3904368984470484,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.02561153698205204,-0.025993478076613064,8,8,8.0,0.042704320047050714,,,,
email-Eu-core,986,16064,calibrated_matched,0.5113,False,4,204,304,8216,0.5114541832669323,0.41585277609990806,0.5097480756905327,0.09389529959062465,0.5181137909595734,0.40198057720871994,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.01406785822038048,-0.014449799314941503,8,10,8.0,0.039627079968340695,,,,
email-Eu-core-labeled,986,16064,paper,0.8,False,0,200,300,7180,0.4469621513944223,0.41585277609990806,0.49151959947548507,0.07566682337557701,0.5030833966992809,0.407244818503625,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.008803616925475433,-0.009185558020036455,8,8,8.0,0.043059256044216454,0.5799416933207219,0.35012245650685037,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,0.8,False,1,201,301,7138,0.444347609561753,0.41585277609990806,0.49193624962817245,0.07608347352826439,0.503951410691408,0.40307167472106104,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.012976760708039381,-0.013358701802600403,8,10,8.0,0.040978249977342784,0.5930984308475953,0.41337053308715205,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,0.8,False,2,202,302,7143,0.4446588645418327,0.41585277609990806,0.5045770441164046,0.08872426801649652,0.514883830840813,0.4023794966579151,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.013668938771185302,-0.014050879865746324,8,9,8.0,0.03996812098193914,0.5681787920948843,0.37845282942289116,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,0.8,False,3,203,303,7134,0.44409860557768926,0.41585277609990806,0.49894484523859756,0.0830920691386895,0.5100146174528072,0.3978900194633568,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.018158415965743635,-0.018540357060304657,8,9,8.0,0.04306973796337843,0.560010328671767,0.38327456526413023,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,0.8,False,4,204,304,7136,0.4442231075697211,0.41585277609990806,0.4960489858941715,0.08019620979426345,0.5117813156684228,0.4045091422159966,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.011539293213103818,-0.01192123430766484,8,8,8.0,0.04041080200113356,0.5645575330886851,0.3501156065839411,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,1.0,False,0,200,300,8214,0.5113296812749004,0.41585277609990806,0.48423859915035167,0.0683858230504436,0.4926222172066447,0.4078409384436853,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.00820749698541512,-0.008589438079976142,8,9,8.0,0.042436791001819074,0.5894356354134163,0.3895996869318454,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,1.0,False,1,201,301,8148,0.5072211155378487,0.41585277609990806,0.48431619211258387,0.0684634160126758,0.494194749852327,0.40132249691163135,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.014725938517469062,-0.015107879612030084,8,9,8.0,0.04118867707438767,0.563441593088994,0.3614294034319795,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,1.0,False,2,202,302,8165,0.5082793824701195,0.41585277609990806,0.4951748554105858,0.07932207931067775,0.50426041431903,0.4087315396190388,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.007316895810061619,-0.007698836904622641,8,8,8.0,0.04179586097598076,0.5489275173421054,0.3398616011100719,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,1.0,False,3,203,303,8183,0.5093999003984063,0.41585277609990806,0.4918681169111994,0.07601534081129135,0.49802599222367927,0.4010394106622564,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.015009024766844015,-0.015390965861405037,8,10,8.0,0.042946211993694305,0.5699667142707288,0.3811248560008449,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,paper,1.0,False,4,204,304,8171,0.5086528884462151,0.41585277609990806,0.4913868430430739,0.07553406694316583,0.502161776065483,0.40682794725294547,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.00922048817615495,-0.009602429270715973,8,8,8.0,0.04500008397735655,0.5732411435688946,0.3685291856228732,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated,0.9,False,0,200,300,14446,0.8992778884462151,0.41585277609990806,0.44956336170112354,0.03371058560121548,0.4489989444283129,0.41500615441619976,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0010422810129006588,-0.0014242221074616812,8,7,8.0,0.055434243055060506,0.5526291679964498,0.2949094525029515,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated,0.9,False,1,201,301,14505,0.9029506972111554,0.41585277609990806,0.44826670687674297,0.03241393077683491,0.4449219557354077,0.41154932142074135,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.004499114008359062,-0.004881055102920084,8,8,8.0,0.05771494295913726,0.5593820812920046,0.3559417751056866,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated,0.9,False,2,202,302,14415,0.8973481075697212,0.41585277609990806,0.4522883712323692,0.03643559513246114,0.45321457768691786,0.4157737164824269,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0002747189466735245,-0.0006566600412345469,8,7,8.0,0.05094065295998007,0.5362100161110774,0.2657400293140162,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated,0.9,False,3,203,303,14474,0.9010209163346613,0.41585277609990806,0.4484701943433222,0.03261741824341413,0.44876956663503337,0.41390113529633965,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.0021473001327607655,-0.002529241227321788,8,8,8.0,0.05539684707764536,0.5522529934664814,0.3306051242668708,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated,0.9,False,4,204,304,14465,0.900460657370518,0.41585277609990806,0.4504288872541072,0.03457611115419912,0.4500152996929666,0.41423437420946196,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.001814061219638452,-0.0021960023141994744,8,8,8.0,0.05430850200355053,0.5549762735205743,0.34220716784780153,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,True,0,200,300,8218,0.5115786852589641,0.41585277609990806,0.4153662237462005,-0.0004865523537075367,0.5109391318263853,0.3992294718660219,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.016818963563078493,-0.017200904657639515,8,8,8.0,0.04288237600121647,0.5446284300893095,0.3549766387745099,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,False,0,200,300,8218,0.5115786852589641,0.41585277609990806,0.5065858228922604,0.09073304679235233,0.517298533139389,0.410629098319744,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.005419337109356437,-0.005801278203917459,8,10,8.0,0.044342042063362896,0.5859255684633391,0.35009007616537546,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,True,1,201,301,8261,0.5142554780876494,0.41585277609990806,0.41828240884657875,0.0024296327466706846,0.5094756220832561,0.403399147356664,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.012649288072436426,-0.013031229166997449,8,7,8.0,0.04555137606803328,0.5208502848861922,0.2741517552088635,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,False,1,201,301,8261,0.5142554780876494,0.41585277609990806,0.5116598102274627,0.09580703412755459,0.5224966631191573,0.4108771354447746,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.005171299984325806,-0.005553241078886828,8,9,8.0,0.03836607397533953,0.5798751228242003,0.3482212614048995,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,True,2,202,302,8245,0.5132594621513944,0.41585277609990806,0.4125482751055487,-0.0033045009943593606,0.5109786808698583,0.3994229579906222,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.016625477438478198,-0.01700741853303922,8,9,8.0,0.041123816976323724,0.5585092566389106,0.3621637726224979,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,False,2,202,302,8245,0.5132594621513944,0.41585277609990806,0.5083332199421816,0.09248044384227355,0.515371000525522,0.40577086612774493,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.010277569301355483,-0.010659510395916505,8,9,8.0,0.04217362403869629,0.5704285884014412,0.3495580456135925,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,True,3,203,303,8175,0.5089018924302788,0.41585277609990806,0.41861407674626033,0.0027613006463522716,0.5182226337102189,0.3951694757790302,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.020878959650070195,-0.021260900744631217,8,8,8.0,0.042475680937059224,0.5400973007184715,0.3267156205849273,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,False,3,203,303,8175,0.5089018924302788,0.41585277609990806,0.5136232004414143,0.09777042434150623,0.5236829971289361,0.40157965041291516,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.01446878501618526,-0.014850726110746282,8,9,8.0,0.04356281296350062,0.5867077149785956,0.4126828334947448,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,True,4,204,304,8216,0.5114541832669323,0.41585277609990806,0.41858573028314267,0.002732954183234604,0.5039231122994627,0.3904368984470484,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.02561153698205204,-0.025993478076613064,8,8,8.0,0.04334031499456614,0.5271422496115675,0.35859938161275223,0.5625949827329612,0.33507312061074834
email-Eu-core-labeled,986,16064,calibrated_matched,0.5113,False,4,204,304,8216,0.5114541832669323,0.41585277609990806,0.5097480756905327,0.09389529959062465,0.5181137909595734,0.40198057720871994,0.4160484354291004,0.0004801794430347517,0.41643037652366144,-0.01406785822038048,-0.014449799314941503,8,10,8.0,0.03945131797809154,0.5929604862119146,0.4151479310406251,0.5625949827329612,0.33507312061074834
wiki-Vote,7066,100736,paper,0.8,False,0,200,300,33457,0.33212555590851334,0.42397618528227865,0.49381695440239215,0.0698407691201135,0.5171013703966844,0.41371630129833376,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.01070880483121045,-0.013087475270714577,7,9,6.4,0.262513980967924,,,,
wiki-Vote,7066,100736,paper,0.8,False,1,201,301,33673,0.3342697744599746,0.42397618528227865,0.4922134832332402,0.06823729795096156,0.5146985936174399,0.40466804117793737,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.01975706495160684,-0.022135735391110967,7,14,6.4,0.2668250510469079,,,,
wiki-Vote,7066,100736,paper,0.8,False,2,202,302,33715,0.33468670584498095,0.42397618528227865,0.4941125668268722,0.07013638154459356,0.5057182260008564,0.401283698875104,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.023141407254440194,-0.02552007769394432,7,15,6.4,0.2516613459447399,,,,
wiki-Vote,7066,100736,paper,0.8,False,3,203,303,33601,0.33355503494282085,0.42397618528227865,0.4965274029744126,0.07255121769213396,0.5097948122863694,0.3988176609378293,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.025607445191714928,-0.027986115631219055,7,13,6.4,0.251544993952848,,,,
wiki-Vote,7066,100736,paper,0.8,False,4,204,304,33563,0.33317781130876745,0.42397618528227865,0.4971374703488862,0.07316128506660757,0.503773107363205,0.39648967952997455,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.027935426599569657,-0.030314097039073784,7,12,6.4,0.27300329494755715,,,,
wiki-Vote,7066,100736,paper,1.0,False,0,200,300,38257,0.37977485705209657,0.42397618528227865,0.4864160077873949,0.06243982250511626,0.5069591856226914,0.4157465959310913,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.008678510198452893,-0.01105718063795702,7,8,6.4,0.26719475409481674,,,,
wiki-Vote,7066,100736,paper,1.0,False,1,201,301,38451,0.3817006829733164,0.42397618528227865,0.48601833411678363,0.062042148834504984,0.4907876268071184,0.41287628375991325,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.011548822369630951,-0.013927492809135078,7,8,6.4,0.28397498198319227,,,,
wiki-Vote,7066,100736,paper,1.0,False,2,202,302,38586,0.3830408195679797,0.42397618528227865,0.4871018139201921,0.06312562863791343,0.5052688743769814,0.4114217617152876,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.013003344414256601,-0.015382014853760728,7,9,6.4,0.2643857249058783,,,,
wiki-Vote,7066,100736,paper,1.0,False,3,203,303,38349,0.38068813532401524,0.42397618528227865,0.4891685237946699,0.06519233851239126,0.5081441652992555,0.4119928863727357,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.012432219756808527,-0.014810890196312654,7,10,6.4,0.26190074591431767,,,,
wiki-Vote,7066,100736,paper,1.0,False,4,204,304,38347,0.38066828144853876,0.42397618528227865,0.4906937040842623,0.06671751880198368,0.5058642274840875,0.41494871752202717,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.009476388607517039,-0.011855059047021166,7,8,6.4,0.2787110209465027,,,,
wiki-Vote,7066,100736,calibrated,0.9,False,0,200,300,90744,0.9008100381194409,0.42397618528227865,0.4416806899796926,0.01770450469741397,0.44305482524778617,0.4215723151177852,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.002852791011759004,-0.005231461451263131,7,6,6.4,0.38469955197069794,,,,
wiki-Vote,7066,100736,calibrated,0.9,False,1,201,301,90631,0.899688294155019,0.42397618528227865,0.44186591160331673,0.01788972632103808,0.4432126877065848,0.421952283599001,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.002472822530543206,-0.004851492970047333,7,8,6.4,0.41615277191158384,,,,
wiki-Vote,7066,100736,calibrated,0.9,False,2,202,302,90644,0.8998173443456162,0.42397618528227865,0.4414988905705168,0.017522705288238127,0.4412762913144292,0.4205042368374451,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.003920869292099116,-0.006299539731603243,7,6,6.4,0.37487097294069827,,,,
wiki-Vote,7066,100736,calibrated,0.9,False,3,203,303,90732,0.9006909148665819,0.42397618528227865,0.4412855938569586,0.01730940857467994,0.431511660835088,0.4161474234375311,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.008277682692013122,-0.010656353131517249,7,18,6.4,0.36944504105485976,,,,
wiki-Vote,7066,100736,calibrated,0.9,False,4,204,304,90729,0.9006611340533672,0.42397618528227865,0.44100957572875776,0.017033390446479113,0.4433288691545661,0.4249181503801651,0.4244251061295442,0.0027917105133192103,0.42680377656904833,0.000493044250620911,-0.001885626188883216,7,6,6.4,0.3924453629879281,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,True,0,200,300,38182,0.3790303367217281,0.42397618528227865,0.42589856574233903,0.00192238046006038,0.5132205611360795,0.4012840352060929,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.0231410709234513,-0.025519741362955428,7,7,6.4,0.29508363304194063,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,False,0,200,300,38182,0.3790303367217281,0.42397618528227865,0.5003765773602524,0.07640039207797378,0.5138938326094424,0.4106782269243918,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.013746879205152385,-0.01612554964465651,7,10,6.4,0.2880170400021598,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,True,1,201,301,38214,0.379347998729352,0.42397618528227865,0.41887551460005534,-0.005100670682223307,0.5095619388695793,0.3995944869781596,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.024830619151384625,-0.027209289590888752,7,6,6.4,0.28947695600800216,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,False,1,201,301,38214,0.379347998729352,0.42397618528227865,0.49756386041527323,0.07358767513299458,0.4969462733098039,0.39935626106815725,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.025068845061386957,-0.027447515500891084,7,11,6.4,0.28514381195418537,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,True,2,202,302,38323,0.38043003494282085,0.42397618528227865,0.42639342030870625,0.0024172350264276,0.5148871414754009,0.4081461247809041,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.016278981348640087,-0.018657651788144214,7,6,6.4,0.3036433110246435,,,,
wiki-Vote,7066,100736,calibrated_matched,0.3798,False,2,202,302,38323,0.38043003494282085,0.42397618528227865,0.501293759225707,0.07731757394342831,0.5086789131425538,0.401144354078758,0.4244251061295442,0.0027917105133192103,0.42680377656904833,-0.023280752050786224,-0.02565942249029035,7,9,6.4,0.27611333795357496,,,,
